1.666666699999999890e-01,2.233498267670264568e+02,1.666079111828587500e+01
1.749999999999999889e-01,2.222171481134518274e+02,9.982915908495819224e+00
1.833333299999999888e-01,2.291129963841143535e+02,9.782815419875893426e+00
1.916666700000000112e-01,2.226035713917574981e+02,9.056740017816753863e+00
2.000000000000000111e-01,2.283667155440249417e+02,5.300545341197043570e+00
2.083333300000000110e-01,2.361273826927278492e+02,6.999222964948831560e+00
2.166666700000000056e-01,2.210297202695850274e+02,1.258813792898017780e+01
2.250000000000000056e-01,2.234934118623708912e+02,5.968876733250694677e+00
2.333333300000000055e-01,2.263398495433567348e+02,1.020610044568569386e+01
2.416666700000000001e-01,2.102341122004609133e+02,7.837472978765067211e+00
2.500000000000000000e-01,2.053128578081479532e+02,7.439075836438426848e+00
2.583333300000000277e-01,2.103303223991015045e+02,6.025056056188175191e+00
2.666666699999999945e-01,2.198606528581041744e+02,7.592981279513861814e+00
2.750000000000000222e-01,2.027056046160486176e+02,5.738784527506330058e+00
2.833333299999999944e-01,1.973490764493398615e+02,6.080295759015120538e+00
2.916666700000000167e-01,2.040677117239757479e+02,9.748869136878928643e+00
2.999999999999999889e-01,1.911144654264832923e+02,1.148812217807988212e+01
3.083333300000000166e-01,1.957618420878629024e+02,1.001785619880135236e+01
3.166666699999999834e-01,1.760873972611567808e+02,7.074611829445592193e+00
3.250000000000000111e-01,1.804660692216191080e+02,6.459006682516178266e+00
3.333333299999999833e-01,1.811251078687933500e+02,5.089768838447378485e+00
5.000000000000000000e-01,1.474602090408272090e+02,6.375419149568194221e+00
5.083333300000000277e-01,1.356433063047777239e+02,6.198226314566623429e+00
5.166666699999999945e-01,1.268612488256597146e+02,7.039629473028853113e+00
5.250000000000000222e-01,1.364948486394213774e+02,8.139248578063064343e+00
5.333333300000000499e-01,1.287772781687567090e+02,1.033440933021316610e+01
5.416666700000000167e-01,1.258652309873948525e+02,9.531247331100939135e+00
5.500000000000000444e-01,1.363389858479204406e+02,1.327313769143565914e+01
5.583333299999999610e-01,1.263966961527763431e+02,7.892624836913217479e+00
5.666666700000000390e-01,1.159188015984699547e+02,6.658669812923047715e+00
5.749999999999999556e-01,1.219909731205882650e+02,9.775973743060180965e+00
5.833333299999999833e-01,1.238964956505159307e+02,6.586519900573336805e+00
5.916666699999999501e-01,1.094348033662083992e+02,1.163612857637916953e+01
5.999999999999999778e-01,3.800611074459908423e+02,1.050122712765709565e+01
6.083333300000000055e-01,1.036581325359551471e+02,7.301488856595322652e+00
6.166666699999999723e-01,1.265241943111808638e+02,8.086212389658873789e+00
6.250000000000000000e-01,1.181455302687044764e+02,6.763855394371757868e+00
6.333333300000000277e-01,1.087255496883420705e+02,6.949026034310688438e+00
6.416666699999999945e-01,1.187546582305000129e+02,-4.035896312428111088e-02
6.500000000000000222e-01,1.129096810176302768e+02,5.403786543954189447e+00
6.583333300000000499e-01,9.587160742407898795e+01,5.233093514565141824e+00
8.416666699999999501e-01,6.544086617989779597e+01,1.182743437731733849e+01
8.499999999999999778e-01,7.471886711596026487e+01,5.883588399875515407e+00
8.583333300000000055e-01,5.630863804857246180e+01,1.520056306280735114e+01
8.666666699999999723e-01,7.468837133648980853e+01,5.133133288937027139e+00
8.750000000000000000e-01,5.213346191924350848e+01,7.652956800682275684e+00
8.833333300000000277e-01,4.805385952618173917e+01,1.056886682277243317e+01
8.916666699999999945e-01,6.286160259897533820e+01,5.589033352240321051e+00
9.000000000000000222e-01,7.433800530319558675e+01,8.609579309169594907e+00
9.083333300000000499e-01,8.224936105465289415e+01,6.527242468704169021e+00
9.166666700000000167e-01,5.459765461448554191e+01,6.199919000311786554e+00
9.250000000000000444e-01,6.417566361719660506e+01,1.099856959258738165e+01
9.333333299999999610e-01,5.283630299642027950e+01,5.585705881720677723e+00
9.416666700000000390e-01,6.967424555305288436e+01,9.654104908199135693e+00
9.499999999999999556e-01,6.075501311569112772e+01,9.996047090694732518e+00
9.583333299999999833e-01,4.238559852789925486e+01,6.295598410307716719e+00
9.666666699999999501e-01,6.180619209680552473e+01,8.575266313373042237e+00
9.749999999999999778e-01,5.288398001763325595e+01,7.807540002356567754e+00
9.833333300000000055e-01,2.042753795168170257e+02,7.478536316116444205e+00
9.916666699999999723e-01,5.898674003875376570e+01,6.754162560018234451e+00
